rule_type,rule_setting_id,year_month_bucket,status,report_date,part_num,site,commodity,current_stbl,recovery_from_stbl,platform,region,closed_date,days_open,days_to_recovery,distribution_list,dsi_1week_prior,dsi_beginning_of_the_month,exec_summary,gsm_name,is_supplier,last_updated_at,last_updated_by,lesson_learned,lesson_learned_due_date,lob,long_term_mitigation,long_term_mitigation_due_date,next_update,odm_feedback,optional_part,part_desc,pps,read_flag,recovery_to_green_dsi,repeat_offender,root_cause,root_cause_classify
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201908,open,2019-08-30,038-004-067-01,XLOB,ICC,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-09-11 12:03:03.504+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,False,,False,Rootcause1,FCA Demand Upside
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201908,open,2019-08-30,0PRH4,ICC,MONITOR,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201908,open,2019-08-30,0PRH4,MONITOR,ICC,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-09-11 12:34:10.833+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,False,,False,Rootcause1,FCA Demand Upside
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201908,open,2019-08-30,1TG7T,ICC,XLOB,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201908,open,2019-08-30,3DF0J,ICC,MONITOR,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201908,open,2019-08-30,3DF0J,MONITOR,ICC,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-09-11 12:36:37.689+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,False,,False,Rootcause1,FCA Demand Upside
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201908,open,2019-08-30,5K9YD,ICC,MONITOR,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201908,open,2019-08-30,9N17H,ICC,SSD,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201908,open,2019-08-30,9N17H,SSD,ICC,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-09-11 12:53:17.256+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,False,,False,Rootcause1,FCA Demand Upside
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201908,open,2019-08-30,CRXJ6,ICC,MEMORY,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201908,open,2019-08-30,CRXJ6,MEMORY,ICC,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-09-11 12:45:49.067+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,False,,False,Rootcause1,FCA Demand Upside
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201908,open,2019-08-30,HHKJD,ICC,NETWORK CARD,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201908,open,2019-08-30,HHKJD,NETWORK CARD,ICC,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-09-11 12:15:27.458+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,False,,False,Rootcause1,FCA Demand Upside
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201908,open,2019-08-30,JVW1K,ICC,XLOB,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201908,open,2019-08-30,JVW1K,XLOB,ICC,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-09-11 13:00:07.590+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,False,,False,Rootcause1,FCA Demand Upside
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201908,open,2019-08-29,08TG1,EMFP,XLOB,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Kajana,Kiran",False,2019-09-11 13:09:57.288+0000,COSRED,,,POWEREDGE,,,,,,"KIT,SHP MTL,R340-3.5",5,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201908,open,2019-08-29,7051X,ICC,PROCESSOR,19.01,2019-10-01,PIONEER,APJ,8888-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201908,open,2019-08-29,8F8N9,EMFP,MONITOR,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Kajana,Kiran",False,2019-09-11 12:05:28.613+0000,COSRED,,,POWEREDGE,,,,,,"KIT,SHP MTL,R340-3.5",5,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201908,open,2019-08-29,9K8NF,EMFP,MONITOR,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Kajana,Kiran",False,2019-09-11 12:11:06.279+0000,COSRED,,,POWEREDGE,,,,,,"KIT,SHP MTL,R340-3.5",5,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201908,open,2019-08-29,CGDGY,EMFP,MONITOR,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Kajana,Kiran",False,2019-09-11 12:15:29.897+0000,COSRED,,,POWEREDGE,,,,,,"KIT,SHP MTL,R340-3.5",5,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201908,open,2019-08-29,DPG7R,EMFP,MONITOR,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Kajana,Kiran",False,2019-09-11 12:18:46.250+0000,COSRED,,,POWEREDGE,,,,,,"KIT,SHP MTL,R340-3.5",5,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201908,open,2019-08-29,FR3PK,EMFP,MONITOR,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Kajana,Kiran",False,2019-09-11 12:23:42.370+0000,COSRED,,,POWEREDGE,,,,,,"KIT,SHP MTL,R340-3.5",5,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201908,open,2019-08-29,HY0C0,EMFP,MONITOR,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Kajana,Kiran",False,2019-09-11 12:32:21.171+0000,COSRED,,,POWEREDGE,,,,,,"KIT,SHP MTL,R340-3.5",5,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201908,open,2019-08-29,K0XJ8,EMFP,MONITOR,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Kajana,Kiran",False,2019-09-11 12:35:01.870+0000,COSRED,,,POWEREDGE,,,,,,"KIT,SHP MTL,R340-3.5",5,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201908,open,2019-08-29,N8YCP,EMFP,MONITOR,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Kajana,Kiran",False,2019-09-11 12:40:13.487+0000,COSRED,,,POWEREDGE,,,,,,"KIT,SHP MTL,R340-3.5",5,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201908,open,2019-08-29,PKPD5,EMFP,MONITOR,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Kajana,Kiran",False,2019-09-11 12:43:14.072+0000,COSRED,,,POWEREDGE,,,,,,"KIT,SHP MTL,R340-3.5",5,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201908,open,2019-08-29,RY18C,EMFP,MONITOR,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Kajana,Kiran",False,2019-09-11 12:46:40.519+0000,COSRED,,,POWEREDGE,,,,,,"KIT,SHP MTL,R340-3.5",5,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201908,open,2019-08-29,VDFHW,EMFP,MONITOR,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Kajana,Kiran",False,2019-09-11 12:48:55.367+0000,COSRED,,,POWEREDGE,,,,,,"KIT,SHP MTL,R340-3.5",5,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201908,open,2019-08-29,WD25P,EMFP,MONITOR,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Kajana,Kiran",False,2019-09-11 12:51:57.330+0000,COSRED,,,POWEREDGE,,,,,,"KIT,SHP MTL,R340-3.5",5,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201908,open,2019-08-29,XTJW3,EMFP,MONITOR,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Kajana,Kiran",False,2019-09-11 12:55:44.739+0000,COSRED,,,POWEREDGE,,,,,,"KIT,SHP MTL,R340-3.5",5,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201908,open,2019-08-29,YM5TT,EMFP,MONITOR,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Kajana,Kiran",False,2019-09-11 12:58:33.952+0000,COSRED,,,POWEREDGE,,,,,,"KIT,SHP MTL,R340-3.5",5,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-30,038-004-065-01,EMFP,XLOB,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-30,038-004-065-01,XLOB,EMFP,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-09-11 12:43:02.311+0000,COSRED,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,False,,False,Rootcause1,FCA Demand Upside
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-30,038-004-481,EMFP,XLOB,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-30,0N7K1,EMFP,MONITOR,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-30,0N7K1,MONITOR,EMFP,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-09-11 12:34:04.629+0000,COSRED,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,False,,False,Rootcause1,FCA Demand Upside
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-30,0VK3T,EMFP,XLOB,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-30,0VK3T,XLOB,EMFP,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-09-11 12:22:48.333+0000,COSRED,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,False,,False,Rootcause1,FCA Demand Upside
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-30,12DHD,EMFP,SSD,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-30,12DHD,SSD,EMFP,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-09-11 12:15:33.896+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,False,,False,Rootcause1,FCA Demand Upside
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-30,1VHFT,EMFP,MONITOR,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-30,1VHFT,MONITOR,EMFP,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-09-11 13:09:29.153+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,False,,False,Rootcause1,FCA Demand Upside
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-30,3D0C7,EMFP,MONITOR,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-30,3D0C7,MONITOR,EMFP,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-09-11 12:36:35.279+0000,COSRED,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,False,,False,Rootcause1,FCA Demand Upside
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-30,4CHX4,EMFP,MONITOR,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-30,5FHK6,EMFP,MONITOR,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-30,6MC08,EMFP,MONITOR,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-30,6X90N,EMFP,MONITOR,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-30,6X90N,MONITOR,EMFP,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-09-11 12:40:11.771+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,False,,False,Rootcause1,FCA Demand Upside
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-30,82V4C,EMFP,XLOB,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-30,82V4C,XLOB,EMFP,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-09-11 12:27:42.953+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,False,,False,Rootcause1,FCA Demand Upside
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-30,99Y87,EMFP,SSD,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,True,,False,fsdfdas,testing
